id,uniq_id,date_time,action_id,customer_id,quantity
25,ac847b991f1092c63b63dace32e25df7,2024-09-09T00:00:00,1,710,15
26,30e39f3a588f5276ee066ffdf6660c56,2024-09-09T00:00:00,0,691,3
27,4bb3573f02b106596cd012826f16d9ff,2024-09-09T00:00:00,3,611,7
28,da3a0fcba0623fae290c6ed4a7994a7b,2024-09-09T00:00:00,2,790,1
29,6d5642401c847085b845639e92ac057c,2024-09-09T00:00:00,0,0,17
30,643804bd2a2abe984f78b590b6a03a01,2024-09-09T00:00:00,0,570,16
31,99cbaca9f4fbc21303889fc61d482199,2024-09-09T00:00:00,2,780,23
32,554ac0f90f653b93d1e4f0562c460e74,2024-09-09T00:00:00,2,91,7
33,c4425b4ff06fceee158645428b203262,2024-09-09T00:00:00,2,710,18
34,91f8aeea74c20ef54ee8be530377b242,2024-09-10T00:00:00,1,20,13
35,c42a81ddbae22e588b8b4b9b96f53a6a,2024-09-10T00:00:00,3,140,0
36,48150613e0b6804c2585851bafb8d24a,2024-09-10T00:00:00,2,740,14
37,3b4f5b6ef7e060502ac13efb65dcbda8,2024-09-10T00:00:00,3,820,9
38,a521f1a6449d195888492967dec7f4a1,2024-09-10T00:00:00,0,621,12
39,82fe54eb4fd3cdfa02e2d9a906081bb2,2024-09-10T00:00:00,0,961,12
40,ccfdb9f67fba42708cb46eced196211f,2024-09-10T00:00:00,1,510,17
41,af984890c1c787dda257369806de4fa6,2024-09-10T00:00:00,0,221,18
42,d0362ef6acb8b61a102c863f4412b9bd,2024-09-10T00:00:00,0,170,10
43,adcab87c8502ffb359d068986902a9f9,2024-09-10T00:00:00,0,160,18
44,acbc79a821acbb2495b7cac9b83c411e,2024-09-11T00:00:00,0,780,9
45,5b4dbc2b1c1d0d7520392ece618a48f0,2024-09-11T00:00:00,2,291,2
46,a13b1920a3221cd76732837c99989ff4,2024-09-11T00:00:00,0,470,0
47,39ff87696fbcb019e611d0b875eef411,2024-09-11T00:00:00,0,90,11
48,1ed68f3b99a7cf3e696edc981ab352fb,2024-09-11T00:00:00,3,290,0
49,2041e88ce32ebb866b098db72c783ca9,2024-09-11T00:00:00,0,201,23
50,7eeb344d6c8b09a373696e937b437000,2024-09-11T00:00:00,0,701,10
51,d061980593dd05ed27b2b7aaff968adb,2024-09-11T00:00:00,2,281,16
52,0671202f075aa8993ff680531b11bea3,2024-09-11T00:00:00,0,920,11
53,aa68924d5bc1540a70284b28bb8610aa,2024-09-11T00:00:00,3,51,0
54,3782ab27cc5d65d15f4b6e4cbd9b1b87,2024-09-11T00:00:00,2,791,8
55,543bd21d2efeec6bd215834c5401e8f8,2024-09-11T00:00:00,0,380,20
56,05cd6de6a895dd972b91d5be7f86c350,2024-09-11T00:00:00,2,61,13
57,9e39a1651782fd8bb7ffec14f9b4f332,2024-09-12T00:00:00,1,641,7
58,79245551a9a83ef19d121b137a3a9d95,2024-09-12T00:00:00,0,750,19
59,3a56d0dd100f2efda0a28413c5d0acdc,2024-09-12T00:00:00,3,781,14
60,6e05ef2b8a42a91231daf2333c8cdd54,2024-09-12T00:00:00,1,751,3
61,4f13d6155e95525a2c6f1eca57323f6b,2024-09-12T00:00:00,0,801,13
62,bf4b340ecf1c1c73d2f8cabc4173343a,2024-09-12T00:00:00,0,760,5
63,b5aea3645ce22c2ec1e8f765bfe954ce,2024-09-12T00:00:00,0,611,0
64,716acaafb4cc52e8c317c6e529af63ed,2024-09-12T00:00:00,3,701,14
65,3215a495366b5101d1ecd5d6937d0f5a,2024-09-12T00:00:00,3,250,11
66,2439ece66e89b76e6e16fd585eafaad1,2024-09-12T00:00:00,2,260,6
67,7713ccde40e87f2b97b1611bc22ce0b0,2024-09-12T00:00:00,1,410,10
68,8aba5cd2f8e96d99193016ff52dc32aa,2024-09-12T00:00:00,0,900,20
69,44ec737d40acf677c79d55f9cde7e766,2024-09-12T00:00:00,2,51,5
70,918c37c1951e69d87fbe17eb9fe8e476,2024-09-12T00:00:00,2,340,10
71,09dea92367c95764ba16244303b05abc,2024-09-12T00:00:00,2,350,0
72,4c249e0141855a02d5c4a9effe805bbb,2024-09-12T00:00:00,2,641,16
73,9a06fb29c82fa7e30186e6e9dbf0c220,2024-09-13T00:00:00,3,750,11
74,d237dca84a605b369e5f784617f88918,2024-09-13T00:00:00,1,430,13
75,5c701695e5623a2a79e6073985e3262c,2024-09-14T00:00:00,3,911,7
76,94ea4a81166a7b46c2031f8bf5665a94,2024-09-14T00:00:00,0,830,5
77,13ca0c2e1ce84e24f694d027f44a8f83,2024-09-14T00:00:00,0,370,16
78,a91ef720ac14d8cd73ecb3abada4973f,2024-09-14T00:00:00,1,221,19
79,4161d211e4c981e30678920b1238d7ba,2024-09-14T00:00:00,0,720,24
80,bb512851a1edb4022dea4f694012249a,2024-09-14T00:00:00,0,51,1
81,9eec3c10f5b08474d0c0626ced2c6823,2024-09-14T00:00:00,0,151,6
82,898741f61c8038989f6aa88ddda25893,2024-09-14T00:00:00,0,900,15
83,d5f5104ca975774f654087ad5039300b,2024-09-14T00:00:00,0,290,23
84,b07baea82c910ec1ce96d29ba67ab630,2024-09-14T00:00:00,0,90,21
85,7cb9dd5ac73deb62531b498a77f10983,2024-09-15T00:00:00,0,311,8
86,7e00dc7a9e706739899ace9136ef0399,2024-09-15T00:00:00,1,101,3
87,3e5ee1f093fd708b9ee316a3956a0dfe,2024-09-15T00:00:00,2,521,9
88,ba0532e2c9637502d65635aed502a3af,2024-09-15T00:00:00,2,600,14
89,692954dd892a57885654d8ea37f2a09d,2024-09-15T00:00:00,0,160,11
90,8e434955d4e91f7c3f18cd89c93e2198,2024-09-15T00:00:00,2,20,9
91,663d4f3f2c3ead71385b31ca78904f93,2024-09-15T00:00:00,3,781,3
92,c783775bd187719fd30b0c2c4c5c82d7,2024-09-15T00:00:00,3,240,9
93,dcc5fe9171b90eb0827594fa26419b26,2024-09-15T00:00:00,1,470,18
94,7f37ebdb9146d2d96d6b75e71657cc2f,2024-09-15T00:00:00,1,301,22
95,d9cf396b25a865e68a9cbcf48d233a34,2024-09-15T00:00:00,0,690,24
96,20f29600013907d5261163fa3743d419,2024-09-15T00:00:00,2,780,24
97,67bc22358b3e8a0e56c4c1c6876f4e6c,2024-09-15T00:00:00,3,790,11
98,ed70b1f68cc61fdb2cb18c044590878b,2024-09-15T00:00:00,3,200,10
99,7ea448abf748d683b43ab7f850fd000b,2024-09-15T00:00:00,1,431,4
100,207e27ba372da329f3936249f7ee363b,2024-09-15T00:00:00,1,240,19
101,ac1d9a34b2a2f62e3e948efb78249f27,2024-09-15T00:00:00,1,951,2
102,a2f50b20b7f3469bcd74d8dc2d252d84,2024-09-16T00:00:00,0,201,15
103,fda505b63f29218f8c972a4ed01ae1af,2024-09-16T00:00:00,3,390,22
104,7bdc2b70570769aca869e086dd409173,2024-09-16T00:00:00,1,701,4
105,35023b4c546a8a93f812f33f9a34ea2c,2024-09-16T00:00:00,3,111,17
106,95e2997d37c2c3cc684b4818164fc903,2024-09-16T00:00:00,0,771,19
107,4e96d8f1f5f23c1cc4904abdb6a89229,2024-09-16T00:00:00,0,131,22
108,c8b7de86f5a922e1e62811173f74b0ce,2024-09-16T00:00:00,3,561,12
109,ec3e0b119c184b63b907ef03e6bf363a,2024-09-16T00:00:00,2,831,19
110,3993899fe5274a73704aa48c62b01ae8,2024-09-16T00:00:00,0,160,4
111,8066d0cb251aba18a2bd147898e07b31,2024-09-16T00:00:00,3,21,7
112,9c8df83c941965f180a7dd7f20737065,2024-09-16T00:00:00,3,321,22
113,b518c9dca06cc61cc33054512d215527,2024-09-16T00:00:00,3,981,1
114,b48a6e6a4853ac78b6797b8f8f3a0658,2024-09-16T00:00:00,3,471,7
115,88fe6bbc3e2ccd828ef54c251f6512f0,2024-09-17T00:00:00,1,800,9
116,b82d20f9e40dd3a7ed2f0f95520cfaf4,2024-09-17T00:00:00,1,51,6
117,4f1e7fac2b1db23f6d6993f2a99a099e,2024-09-17T00:00:00,3,600,5
118,ff0700371c3dcf887d855e9b8a9e2d3b,2024-09-17T00:00:00,1,20,11
119,6f79eaee880baa9f70230b6df6ab55f8,2024-09-17T00:00:00,3,880,4
120,dbb4e2bde15b9fe4bf4930c8eea34b30,2024-09-17T00:00:00,3,651,10
121,db4333d30897e733ccf6a79ad57ca6e8,2024-09-17T00:00:00,1,960,12
122,1c17f363c2d94163824e012151fd7907,2024-09-17T00:00:00,1,640,12
123,48cae3307e81536d290028aae2ba98f2,2024-09-17T00:00:00,1,360,14
124,d359efeaea0f4e31712f30cddb9c3b79,2024-09-17T00:00:00,1,171,19
125,5d54fdb61b515b88da462b11c3b11ee9,2024-09-17T00:00:00,3,620,5
126,cb0c1c599ca58ebedb48942c81b37b8a,2024-09-18T00:00:00,2,681,11
127,842edc3bc32bd228ac8f55d1f0bd7784,2024-09-18T00:00:00,2,861,20
128,c547d308775c1d15ab01be61bddc05b1,2024-09-18T00:00:00,2,241,2
129,567ee13adb6f2907f648921e134d4f4a,2024-09-18T00:00:00,1,860,13
130,78163302c1a018d006936980f638c714,2024-09-18T00:00:00,3,770,5
131,a9d61a54db7e711fc4684584fc0de36a,2024-09-18T00:00:00,2,681,5
132,58d11d92c55049439c9cd64bef68db37,2024-09-18T00:00:00,1,411,4
133,fc14067b7d66ef5986d0e1aa72149c93,2024-09-18T00:00:00,2,131,24
134,57339563f4f136b694875749e347618a,2024-09-18T00:00:00,3,750,17
135,030d5f3de2dbb1a518521cb689530b8f,2024-09-18T00:00:00,2,981,20
136,629c0d0ddb9b963971fddff3ad5128c8,2024-09-19T00:00:00,0,551,22
137,92718309a48ee46ad4f5d264d6cc2ff8,2024-09-19T00:00:00,1,360,6
138,61a40c74627b2edab54327563386ba32,2024-09-19T00:00:00,2,730,2
139,4288a00085cb358a4cc085c848fd15a7,2024-09-19T00:00:00,3,751,19
140,9d40c62941e5dbb7b3f56e58bf086f5d,2024-09-19T00:00:00,2,960,20
141,a66d3916d15a82ff966173fe4fd5c0be,2024-09-19T00:00:00,0,80,9
142,774bdd8190347511ef6abcf817ceedae,2024-09-19T00:00:00,3,40,14
143,b82d3b91f0d7623af8c70e58e16f1598,2024-09-19T00:00:00,2,950,15
144,8aeddab1a7f14946ba98148bedaffc2d,2024-09-19T00:00:00,1,900,10
145,65d9a8530d2b169865a95635e01a09b8,2024-09-19T00:00:00,3,131,10
146,45392d896c8e30fda5071f6c3307d38d,2024-09-19T00:00:00,3,561,14
147,5c0a9b83951edccd00787ce8480abca7,2024-09-19T00:00:00,1,180,5
148,1d7b4a6a295808f39b600b06611b286e,2024-09-19T00:00:00,3,341,1
149,b6f1bcc8d4a19d6319ae9d1aa09de209,2024-09-19T00:00:00,3,391,2
150,5a098dc0833aedb70f0dd908b04d96e8,2024-09-19T00:00:00,3,880,19
151,647def35dd8f518eadb5ab455c6b3aeb,2024-09-19T00:00:00,3,511,23
152,d28a8565c4fbbca1be41acfbe92967a1,2024-09-19T00:00:00,3,441,20
153,4d0bdba2285bb94896c638d9006aecb3,2024-09-19T00:00:00,1,460,1
154,9bf159832e0df5b43c278cd7e1087bfc,2024-09-20T00:00:00,2,1,9
155,441d2ede03841e6ba3cbb27021f8de33,2024-09-20T00:00:00,2,910,14
156,f0131e279626ca62e584ef2b16f2beec,2024-09-20T00:00:00,0,690,5
157,37b3130d35dafdf231b979fe1f568fe3,2024-09-20T00:00:00,1,291,22
158,67cdd1c05fdfbe14b6464b78df20d52a,2024-09-20T00:00:00,0,591,4
159,0fdd4b78bf936c87596ced38ccc21c44,2024-09-20T00:00:00,3,591,18
160,4e2c6a8284c7cbd1d973e70bd93d1bdc,2024-09-20T00:00:00,0,681,21
161,9777276c33a49d1ab717c8cf438dad94,2024-09-21T00:00:00,2,600,17
162,ad87fb70d1d8f4a757fa6ac50d2aa6e1,2024-09-22T00:00:00,3,780,2
163,c2309522dee34878189076026ed2da79,2024-09-22T00:00:00,1,201,10
164,2145405cfe7924ffcb58102f6009d3ed,2024-09-22T00:00:00,2,891,7
165,50d1b72817c518039a1a5bb9ad7af650,2024-09-22T00:00:00,2,130,1
166,95952a602fb88988327aa3047ce32025,2024-09-22T00:00:00,2,810,16
167,496f2550798f7baceb1d24b206fb3437,2024-09-22T00:00:00,3,750,6
168,b88f5fa81da97b79c42caa43a6b1c620,2024-09-22T00:00:00,2,701,9
169,3fb75b37feb0d6659c39fb73996fc5e0,2024-09-22T00:00:00,1,750,0
170,88204cf98981637a916c294bdebfb74a,2024-09-22T00:00:00,3,311,15
171,ff96dcaed4ccb07a3bad3f57203edfdd,2024-09-22T00:00:00,3,81,8
172,4304e96f2fa89c78ae73d4d821bd524e,2024-09-22T00:00:00,2,581,10
173,e1a347c4d9059d3bf99ea1d6389399b8,2024-09-22T00:00:00,1,710,13
174,7b41b4eabc5e8bf7228b2f47adde9518,2024-09-22T00:00:00,2,690,6
175,483ef1f6228dfa587a625f7c202580c9,2024-09-22T00:00:00,0,250,17
176,da2e5a8ffa4c13ead1432e883cc7924c,2024-09-23T00:00:00,2,470,2
177,fecbecc97ae61475495c38ae60ad08fb,2024-09-23T00:00:00,2,251,19
178,2cf95a81cd953ecbc2d69efe91cb4cbe,2024-09-23T00:00:00,2,371,6
179,d0121a27c401b78a8e7fd42168702e04,2024-09-23T00:00:00,3,430,16
180,3e9c2b071a6fbb5bb148c1328f015078,2024-09-24T00:00:00,2,440,24
181,e7ac6943993df1b3dd15dfcce1569371,2024-09-24T00:00:00,2,100,18
182,5e1a9b0d53b1ba3d30f31d780fa76292,2024-09-24T00:00:00,2,580,7
183,6070b888bcbeec152d159531d9e98081,2024-09-24T00:00:00,3,711,10
184,e7b35aea11a4dee538a1987d78ecd96f,2024-09-24T00:00:00,2,601,21
185,c6d96af662a7956b161af8275b1cfb41,2024-09-24T00:00:00,2,351,4
186,949ca84496b6d933d2781754373bb927,2024-09-24T00:00:00,3,211,2
187,a97f6c59926095c357238daebe72edfd,2024-09-24T00:00:00,2,920,2
188,b01146dca75621d1922ec8e55aa37921,2024-09-24T00:00:00,0,541,2
189,ccd175a6d379d5d191d8aded78b804c5,2024-09-24T00:00:00,2,971,14
190,749ae55d21f8bdef8051c0772b20100f,2024-09-24T00:00:00,1,21,17
191,77a7811187dcdaeae69730607b5d0848,2024-09-24T00:00:00,2,921,12
192,a9004e6739801bc88ebd07334607660a,2024-09-24T00:00:00,3,91,23
193,a926b4db6201aed88b4bcc0ce1d6f874,2024-09-24T00:00:00,2,680,20
194,8a76244119777054585b83c4593ee17e,2024-09-24T00:00:00,3,90,8
195,19a6002154d3e1a0b0a0cfc1a9c07444,2024-09-24T00:00:00,1,450,4
196,d9007352700ccdbee68be7565990400a,2024-09-24T00:00:00,3,890,10
197,00cb3c1eb4e89b333d6e4c5fce25b8c6,2024-09-25T00:00:00,2,471,23
198,89e385007068d9157ddb2619fff520b5,2024-09-25T00:00:00,2,711,15
199,a6064f050f5f7f9d8448b6f1766093e4,2024-09-25T00:00:00,3,770,2
200,c8cf556f8bacbe2b8402f02f6aa50eca,2024-09-25T00:00:00,2,900,12
201,2029f0085dfaa7d4ca8e247608eb8ea4,2024-09-25T00:00:00,0,831,15
202,9ff955b8a87b127f60b97243b55b62e4,2024-09-25T00:00:00,3,241,5
203,e2063d19839d13c9db70c02fccd5e5d3,2024-09-25T00:00:00,0,520,5
204,af35d67e8c6e638d2cd9664938371c49,2024-09-25T00:00:00,1,950,14
205,6e35f5b92aebea832df92cf73db52b37,2024-09-25T00:00:00,2,951,13
206,995756d5ccafe69e3b62849c0d83ee50,2024-09-25T00:00:00,0,601,24
207,2b8be19dda502b87addf1dd0abe1eddb,2024-09-25T00:00:00,2,401,15
208,29b048306e896a0185c730c2b969fc52,2024-09-25T00:00:00,2,501,7
209,c7f959b78d64451f38d749ff3d2c08af,2024-09-26T00:00:00,1,791,9
210,6f6207f5f6570ab423bf257ede59d4c6,2024-09-26T00:00:00,3,430,4
211,d1a53310a5c49b1df2ea9c4390439054,2024-09-26T00:00:00,0,431,10
212,e4c5442b4b19d9ad55e0b655d532d0d9,2024-09-26T00:00:00,0,291,22
213,338adb66c6a4e6920cb80e38cf041c49,2024-09-26T00:00:00,2,840,16
214,0b878958d35ff4ca4da02a7641b455ac,2024-09-26T00:00:00,3,510,12
215,118e37a748f5c55d252c08df9eb194dc,2024-09-26T00:00:00,1,30,16
216,01030447c8b3712f884c9a5e4a43e296,2024-09-26T00:00:00,3,410,24
217,ce8f8a69d8f823e0eb4ce2a908b4e9d4,2024-09-26T00:00:00,2,240,13
218,0e0bee51740d529dcdf3b00558e783fd,2024-09-26T00:00:00,0,70,2
219,6d1999322ff233f977c5666f56c9fbfe,2024-09-26T00:00:00,0,240,15
220,0cd013c8c81dbe694e1398ae89887359,2024-09-26T00:00:00,3,151,11
221,740bbf9ba0eb5ef86fc60665f54e7e74,2024-09-26T00:00:00,2,790,11
222,3f967522d112be9893ef306b7207f8b9,2024-09-26T00:00:00,0,741,5
223,5c02d869c41f84093bb13b6b84ae83db,2024-09-27T00:00:00,3,241,11
224,03dbeeb99b33f96d45f81c4472ca93e3,2024-09-27T00:00:00,3,251,11
225,47d5bf1778d92064ea2c40faf70463e6,2024-09-27T00:00:00,2,941,0
226,49dc790d8b59535564c22bc96aa6f18f,2024-09-27T00:00:00,1,321,4
227,911b1a825af15cfd9a05d15c97a992b6,2024-09-27T00:00:00,0,241,7
228,87f99c63c5e331c7fbffe653f1ec4810,2024-09-27T00:00:00,2,581,9
229,0a94004bdf4b6186bb98052604827ca7,2024-09-27T00:00:00,3,411,22
230,bcfd81437168deec837fb5d12c2d5d2d,2024-09-27T00:00:00,1,640,7
231,5fd546319ea3965908a154bf61ab4012,2024-09-28T00:00:00,2,321,21
232,b77191fec4d8af96eea4982645a9ca23,2024-09-28T00:00:00,2,711,2
233,a30f9b53483417a5be0a67c7bb7e1906,2024-09-28T00:00:00,3,911,13
234,635125465087af7f750aee3980831dc0,2024-09-28T00:00:00,1,151,1
235,a9683a0916e0b61ff65954c39608cac8,2024-09-28T00:00:00,0,51,19
236,9265f89ee2112cbe440930a3148c78e7,2024-09-28T00:00:00,2,231,5
237,a8781711e147abdf8fd537397bb1081f,2024-09-28T00:00:00,2,860,12
238,08c55b2197d1258612918663225cee24,2024-09-28T00:00:00,1,571,3
239,b8534d119acb2ab62c00858f36637310,2024-09-28T00:00:00,3,170,23
240,ad892f506dc9554f09784794ea251e29,2024-09-28T00:00:00,0,731,19
241,4e44ea77cedf2c9ff9ebac17f4f815aa,2024-09-28T00:00:00,2,931,3
242,f2475fc5e7acdfc7239ee4fb0bbb0fee,2024-09-28T00:00:00,2,70,18
243,c6137757c7ed6084c9d4aa97ab37bb35,2024-09-28T00:00:00,1,730,6
244,3e20cfd88e0115a0eda25bc76ab2fc6b,2024-09-28T00:00:00,0,470,1
245,e8bb92092303060a172402d73d0a195a,2024-09-29T00:00:00,2,830,20
246,f1f24c5e5105fbc9367766aa76f3f963,2024-09-29T00:00:00,1,550,1
247,d884a39a07951b8279fb3f0ea61c80b1,2024-09-29T00:00:00,1,870,17
248,c63df8ba5da96ec27969236b5c2e8066,2024-09-29T00:00:00,3,290,18
249,fd34370975c1006b43d9fce72f219fb0,2024-09-29T00:00:00,2,730,0
250,3ef18cde027bc381c45a5cc6e3542910,2024-09-29T00:00:00,3,491,10
251,6cc1b13cdaf82b712794228f631235dc,2024-09-29T00:00:00,2,701,19
252,999c893f9f63b1f01278d94e93251d0d,2024-09-29T00:00:00,2,111,5
253,20bed40499b0bb902602f219e2adb07c,2024-09-29T00:00:00,3,360,0
254,7ac27776ade3f48947fbb55249bc2766,2024-09-29T00:00:00,1,861,8
255,13db835099075fe7937d85ff09b84d88,2024-09-29T00:00:00,2,701,23
256,3e42fe878b4770732558f592f12934ee,2024-09-29T00:00:00,1,730,17
257,bc2c77141b9a6fa68b5cc35b1ecb5eed,2024-09-29T00:00:00,0,280,18
258,e20c228012a558c1b581615f97c0b04d,2024-09-29T00:00:00,3,580,18
259,1f3ece4b3adf42febf097393a25870ea,2024-09-29T00:00:00,2,381,21
260,2ef81e993da26a7bc4af25cf97ff82b2,2024-09-29T00:00:00,0,771,11
261,2b05a67c2c0ca36c1d241bd78b8c7344,2024-09-29T00:00:00,2,280,13
262,6be8673a11b5f4b5676b365d2987f572,2024-09-30T00:00:00,1,380,15
263,c03af09b9a42f1307d5d4accee34fd4f,2024-09-30T00:00:00,0,911,19
264,a4b392ac6e6ef8415b999058db191f7b,2024-09-30T00:00:00,3,831,5
265,b76449f16714b2ede617d7148da323e2,2024-09-30T00:00:00,1,931,10
266,ce562084fd233e24729bd9efb2a2090e,2024-09-30T00:00:00,2,591,16
267,6f1b7838e05d48cd58c649bb61156c8c,2024-09-30T00:00:00,1,651,1
268,c44ce9c884b896dd9cd19c65a0ece612,2024-09-30T00:00:00,2,591,8
269,6535d0a0b7926f632a2288433f46934e,2024-09-30T00:00:00,3,971,20
270,d7562f6bd90de611552643ab77f814f2,2024-09-30T00:00:00,3,270,11
